X_Ball,Y_Ball,Z_Ball,X_Turtle,Y_Turtle,Z_Turtle,X_dist,Y_dist,Z_dist,distance,Touch
2.994685,0.355945,-0.399597,3.310161,0.784177,-0.506394,-0.3154759999999998,-0.428232,0.106797,0.5425065452222673,0
2.258439,0.127833,-2.79334,3.310405,0.784474,-0.506785,-1.0519659999999995,-0.656641,-2.286555,2.601181200159266,0
3.540529,0.108097,-0.210007,3.318204,0.784532,-0.502564,0.2223249999999996,-0.676435,0.292557,0.7697936821636041,1
3.47166,0.106195,-1.078613,3.310428,0.784475,-0.506857,0.161232,-0.67828,-0.571756,0.901645406886765,0
3.089103,0.427153,-0.507967,3.302095,0.784514,-0.507222,-0.2129919999999998,-0.357361,-0.0007449999999999,0.4160204699410835,1
3.720196,0.198857,-0.294287,3.309993,0.783906,-0.504695,0.4102030000000001,-0.5850489999999999,0.2104079999999999,0.744862645105794,0
1.278395,0.898687,1.051693,1.192167,0.782286,0.885692,0.0862279999999999,0.1164009999999999,0.1660009999999999,0.2203197512389662,1
1.009928,0.333954,1.241703,1.193067,0.782515,0.886338,-0.1831390000000001,-0.448561,0.355365,0.6008586749536035,0
3.632166,0.225693,-0.811277,3.310234,0.784277,-0.506764,0.3219319999999999,-0.558584,-0.304513,0.7130108448326715,0
0.911669,0.353269,1.122682,1.192886,0.782885,0.885872,-0.2812169999999999,-0.429616,0.2368099999999999,0.565448392556739,0
2.730857,0.108345,2.094911,2.797205,0.784047,1.734158,-0.06634800000000007,-0.675702,0.3607530000000001,0.7688419713549723,1
2.840308,0.107057,1.648283,2.798106,0.784899,1.408058,0.04220199999999963,-0.6778420000000001,0.2402249999999999,0.7203879762968007,1
1.45436,0.506644,1.068547,1.19286,0.782912,0.886888,0.2615,-0.276268,0.1816589999999999,0.4215521914366002,0
1.639429,0.443883,0.861235,1.192543,0.783058,0.885486,0.4468860000000001,-0.339175,-0.024251,0.5615468712600936,0
1.258446,0.444482,0.658777,1.192338,0.7821,0.885981,0.066108,-0.337618,-0.227204,0.4122836877733584,1
3.140622,0.641818,1.447369,3.007947,0.784121,1.363065,0.13267499999999988,-0.14230299999999996,0.08430399999999993,0.21203764724689797,1
3.400029,0.478721,-0.161569,3.310608,0.784214,-0.50661,0.0894209999999997,-0.3054929999999999,0.345041,0.4694415618274546,0
3.416122,0.250174,-0.919999,3.310206,0.784239,-0.506735,0.1059160000000001,-0.534065,-0.4132639999999999,0.6835427982043261,0
3.745355,0.285005,-0.474957,3.309967,0.78392,-0.504682,0.4353880000000001,-0.4989149999999999,0.0297249999999999,0.6628442225696775,0
0.980335,0.426037,1.213509,1.192884,0.782839,0.886104,-0.2125490000000001,-0.3568019999999999,0.3274049999999999,0.5288466494457538,0
1.170567,0.10768,1.259412,1.192299,0.783549,0.885186,-0.021732,-0.675869,0.3742259999999999,0.7728623965888106,1
1.549915,0.447644,1.044552,1.19284,0.783006,0.88568,0.357075,-0.335362,0.1588719999999999,0.5149859600542523,0
2.952616,0.364567,-0.571725,3.31018,0.784184,-0.50636,-0.357564,-0.419617,-0.065365,0.5551603588243671,0
1.690486,0.343256,0.583757,1.192478,0.783779,0.884901,0.498008,-0.440523,-0.3011440000000001,0.7299042336697329,0
1.050777,0.599756,1.037149,1.1928,0.782315,0.885615,-0.142023,-0.182559,0.151534,0.2765155947971109,1
2.687745,0.321951,1.667639,2.795579,0.784173,1.401226,-0.10783399999999999,-0.462222,0.266413,0.5442914985639589,1
1.018124,0.307304,1.189212,1.192594,0.782488,0.885375,-0.1744699999999999,-0.4751839999999999,0.3038369999999999,0.5903867692665545,1
3.261138,0.1096,-0.027313,3.310208,0.78424,-0.506639,-0.0490699999999999,-0.67464,0.479326,0.8290358308155323,0
1.525527,0.112999,0.400237,1.192885,0.782749,0.88603,0.3326420000000001,-0.6697500000000001,-0.485793,0.891745816650126,0
3.142566,0.49124,-0.400433,3.301996,0.78431,-0.507001,-0.1594299999999999,-0.2930699999999999,0.106568,0.3502351901565574,1
2.759765,0.254126,-0.590335,3.31024,0.784224,-0.506757,-0.550475,-0.530098,-0.083578,0.7687729816486789,0
2.176558,0.76725,-0.607319,3.310135,0.784375,-0.506836,-1.1335769999999998,-0.017125,-0.1004830000000001,1.1381506551608185,0
3.71172,0.429643,-0.35282,3.310393,0.784036,-0.506363,0.4013270000000002,-0.3543929999999999,0.1535429999999999,0.5569858276715846,0
3.489944,0.372479,-0.767728,3.310328,0.784213,-0.505943,0.1796159999999997,-0.411734,-0.2617849999999999,0.519921321391035,0
2.942496,0.105165,-0.570402,3.318659,0.784574,-0.502341,-0.376163,-0.679409,-0.0680609999999999,0.7795687856571735,1
1.368226,0.108369,1.161458,1.192574,0.782485,0.885473,0.1756519999999999,-0.6741159999999999,0.2759850000000001,0.7493021598694347,1
3.47559,0.680468,-0.505566,3.293175,0.78451,-0.511397,0.1824149999999997,-0.104042,0.005831,0.2100808666918525,1
3.452266,0.427897,-0.803243,3.310387,0.784119,-0.506008,0.1418789999999998,-0.356222,-0.297235,0.4851519443947432,0
3.345606,0.735415,-0.625674,3.310278,0.784041,-0.505917,0.0353280000000002,-0.0486259999999999,-0.119757,0.1339936360764943,0
3.666925,0.208373,-0.778987,3.310153,0.784145,-0.506458,0.3567719999999998,-0.575772,-0.272529,0.7301176013554254,0
3.129099,0.512936,-0.320524,3.310406,0.784182,-0.505868,-0.1813069999999998,-0.2712460000000001,0.185344,0.3752319537312887,0
2.933789,0.872408,1.244261,3.030956,0.783565,1.363462,-0.09716700000000023,0.088843,-0.11920099999999989,0.17760456902625005,1
3.217871,0.32187,-0.185434,3.310085,0.784041,-0.505878,-0.0922139999999998,-0.462171,0.320444,0.5699033358149432,0
3.41189,0.284968,-0.27088,3.310097,0.784248,-0.506168,0.1017930000000002,-0.4992799999999999,0.2352879999999999,0.5612510812399385,1
2.804841,0.216751,-0.704143,3.310231,0.784216,-0.506784,-0.5053899999999998,-0.567465,-0.1973589999999999,0.7851026386441455,0
1.172764,0.826209,1.112774,1.192499,0.782234,0.885697,-0.019735,0.0439749999999999,0.2270769999999999,0.2321362418473254,1
3.117315,0.713179,-0.633988,3.310429,0.784118,-0.505852,-0.193114,-0.0709389999999999,-0.128136,0.242372014087848,0
3.149209,0.642987,-0.465014,3.293441,0.784344,-0.511409,-0.1442320000000001,-0.141357,0.046395,0.2072128550500669,1
1.04503,0.404898,1.207764,1.192926,0.78248,0.886606,-0.147896,-0.377582,0.321158,0.5172850804962386,0
3.155106,0.434386,-0.650611,3.301875,0.784603,-0.506805,-0.1467689999999999,-0.350217,-0.1438060000000001,0.4060458743615061,1
3.563833,0.264495,0.025215,3.310041,0.783928,-0.504793,0.2537919999999998,-0.519433,0.530008,0.7843019194270787,0
3.128983,0.750121,-0.537508,3.310438,0.784122,-0.505898,-0.1814550000000001,-0.0340009999999999,-0.03161,0.1872996986810177,0
3.149795,0.248787,-0.950937,3.310199,0.784257,-0.506708,-0.1604039999999997,-0.53547,-0.444229,0.7140006782608822,0
3.420471,0.426193,-0.813116,3.310297,0.784106,-0.506013,0.1101740000000002,-0.357913,-0.3071029999999999,0.4843059760667836,0
3.146971,0.783421,-0.450011,3.29435,0.784618,-0.511569,-0.1473789999999999,-0.001197,0.061558,0.1597228531362997,1
2.992417,0.431875,-0.516151,3.31003,0.78391,-0.504872,-0.3176129999999997,-0.352035,-0.011279,0.474271941859309,0
3.569298,0.368035,-0.727083,3.310299,0.784183,-0.505878,0.2589989999999997,-0.4161479999999999,-0.2212049999999999,0.5377650899138022,0
3.432035,0.435844,-0.117155,3.310389,0.783992,-0.506433,0.1216460000000001,-0.348148,0.389278,0.5362295595209202,0
3.623901,0.385283,-0.362772,3.310129,0.783953,-0.504664,0.3137720000000001,-0.39867,0.141892,0.5268054446833291,0
3.473573,0.135282,-0.189201,3.317972,0.78454,-0.502294,0.1556009999999998,-0.649258,0.313093,0.7374109087978018,1
