X_dist,Y_dist,Z_dist,distance,Touch
-0.0094750000000001,-0.180581,0.195063,0.2659865544628149,1
-0.108954,-0.327331,0.358278,0.4973727806796427,0
0.3396060000000001,-0.549481,0.175158,0.6692846401651543,1
-0.3023389999999999,-0.312481,0.0980859999999999,0.445728740017962,0
0.1949140000000002,-0.191235,-0.0124769999999999,0.2733458764093582,1
0.4029190000000002,-0.32587,-0.0617929999999999,0.5218748435305156,0
-0.3520910000000001,-0.5506810000000001,-0.384329,0.7582390231866204,0
0.075736,-0.318751,0.407782,0.523091102219298,0
-0.0729579999999998,-0.2576319999999999,0.1933060000000001,0.3302488861813162,1
0.2159709999999997,-0.30815,0.33491,0.5037505369138576,0
-0.200536,-0.1100099999999999,-0.156592,0.277196576205407,0
0.37249,-0.378818,0.18033,0.5610443709048332,0
0.218668,0.1155049999999999,-0.095106,0.2649570729099339,0
0.2750959999999995,-0.407869,0.196328,0.5296976627860461,0
0.2985519999999999,-0.328782,0.265309,0.5173197905638253,0
-0.161972,-0.2810119999999999,-0.0410239999999999,0.3269336958834313,1
0.071603,-0.3508829999999999,0.383382,0.5246214132324376,0
0.3615520000000001,-0.581847,0.381511,0.7841023040611474,0
-1.1335769999999998,-0.017125,-0.1004830000000001,1.1381506551608185,0
0.1002070000000001,-0.604273,-0.2851479999999999,0.6756453827874501,1
0.2925380000000002,-0.475624,-0.149451,0.5780417564683369,1
0.2071660000000004,-0.390238,0.0186979999999999,0.4422138209102019,0
0.2118309999999998,-0.187022,0.01016,0.2827593086796612,1
-0.0978699999999999,-0.334932,-0.354967,0.4977545103894087,0
-0.1729119999999997,0.402354,0.714744,0.8382399934362473,0
0.1499800000000002,-0.675462,-0.416829,0.8077681159126052,0
0.3541259999999999,-0.563407,-0.186151,0.6910027976253063,0
-0.0491590000000001,-0.675712,0.498812,0.8413184448049383,0
-0.037017,-0.6764479999999999,0.4335989999999999,0.8043383913465774,0
-0.1254170000000001,-0.1306009999999999,0.097163,0.2054913469200102,1
0.1961750000000002,-0.308703,0.348411,0.505145917290242,0
0.4930970000000001,-0.6722859999999999,0.16165,0.8492607607237014,0
-0.0119090000000001,-0.3715,-0.16398,0.4062554795704299,1
0.0276559999999999,-0.398814,-0.243344,0.4680104307256409,1
0.0771589999999999,-0.28122,0.166161,0.3356302691981163,1
-0.1907660000000002,-0.257698,0.0172939999999999,0.3210903430438231,1
0.456423,-0.343448,-0.087417,0.5778583005564599,0
-0.1917749999999998,-0.6775730000000001,0.288657,0.7610556383097099,0
-0.5147069999999999,-0.665424,-0.090449,0.8461048500191923,0
-0.6587260000000001,0.042072,-0.136298,0.6739934280569805,0
-0.2705819999999996,-0.6766110000000001,0.2287,0.7637543807042942,0
-0.7062840000000001,-0.887488,0.096453,1.138321228831739,0
