Format Version,1.23,Total Exported Frames,12501,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global
5160,14.333333,,,,,,,,
5161,14.336111,43.615486,33.702911,-139.70372,0.59864,0.156266,4.208791,0.001771,
5162,14.338889,43.347355,33.789516,-139.571075,0.596202,0.155825,4.207865,0.001724,
5163,14.341667,,,,,,,,
5164,14.344444,42.811222,33.955666,-139.306351,0.591384,0.154949,4.206004,0.001824,
5165,14.347222,42.538013,34.032459,-139.171692,0.589007,0.154513,4.205056,0.001851,
5166,14.35,,,,,,,,
5167,14.352778,41.989403,34.178474,-138.910919,0.584316,0.153649,4.203157,0.001997,
5168,14.355556,41.706879,34.243488,-138.784836,0.582006,0.153222,4.20219,0.002065,
5169,14.358333,,,,,,,,
5170,14.361111,41.136063,34.362179,-138.539597,0.577453,0.152382,4.200238,0.001861,
5171,14.363889,,,,,,,,
5172,14.366667,,,,,,,,
5173,14.369444,42.671276,31.734812,-140.010162,0.664609,0.163962,4.177755,0.001239,
5174,14.372222,42.300865,31.806326,-139.883957,0.661846,0.163497,4.176869,0.001587,
5175,14.375,,,,,,,,
5176,14.377778,41.554714,31.933611,-139.650818,0.656412,0.162591,4.175072,0.000836,
5177,14.380556,41.160172,31.997663,-139.54274,0.653788,0.162143,4.174155,0.00094,
5178,14.383333,,,,,,,,
5179,14.386111,40.371292,32.104786,-139.346268,0.648631,0.161268,4.172276,0.000989,
5180,14.388889,39.964378,32.142452,-139.270203,0.646116,0.160844,4.171303,0.000967,
5181,14.391667,,,,,,,,
5182,14.394444,39.145123,32.198204,-139.130417,0.641185,0.160004,4.169305,0.001035,
5183,14.397222,38.739742,32.197819,-139.073669,0.638779,0.159598,4.168221,0.000496,
5184,14.4,,,,,,,,
5185,14.402778,37.926701,32.172321,-138.979538,0.634045,0.158795,4.165994,0.001074,
5186,14.405556,37.507294,32.135433,-138.92836,0.631738,0.158368,4.164796,0.001002,
5187,14.408333,,,,,,,,
5188,14.411111,36.678757,32.001957,-138.863586,0.627162,0.157557,4.162303,0.000481,
5189,14.413889,36.258747,31.897793,-138.858444,0.624921,0.157175,4.160977,0.000386,
5190,14.416667,,,,,,,,
5191,14.419444,35.403278,31.704048,-138.860245,0.62058,0.156393,4.158303,0.000858,
5192,14.422222,34.965515,31.610014,-138.895828,0.618513,0.156008,4.15694,0.000961,
5193,14.425,,,,,,,,
5194,14.427778,34.082813,31.378889,-138.966629,0.614445,0.155216,4.154109,0.001061,
5195,14.430556,33.611614,31.267332,-139.014603,0.612512,0.154814,4.152657,0.000729,
5196,14.433333,,,,,,,,
5197,14.436111,32.651875,31.029877,-139.128586,0.608749,0.154017,4.149698,0.000945,
5198,14.438889,32.158585,30.897409,-139.21785,0.606944,0.153643,4.148163,0.001148,
5199,14.441667,,,,,,,,
5200,14.444444,31.153063,30.621607,-139.418488,0.603441,0.152923,4.145039,0.000883,
5201,14.447222,30.597923,30.510864,-139.481552,0.601784,0.152467,4.143472,0.001076,
5202,14.45,,,,,,,,
5203,14.452778,29.497931,30.247961,-139.666367,0.598561,0.15164,4.140239,0.000739,
5204,14.455556,28.9475,30.081478,-139.80365,0.597012,0.151269,4.138525,0.000735,
5205,14.458333,,,,,,,,
5206,14.461111,27.822203,29.74457,-140.088272,0.594013,0.150526,4.135048,0.001168,
5207,14.463889,27.217953,29.575598,-140.243057,0.592603,0.150171,4.133255,0.001187,
5208,14.466667,,,,,,,,
5209,14.469444,26.011137,29.22332,-140.579758,0.589862,0.149464,4.129613,0.001229,
5210,14.472222,25.400902,29.028423,-140.715332,0.588615,0.149007,4.127711,0.001142,
5211,14.475,,,,,,,,
5212,14.477778,24.18511,28.624762,-141.045609,0.586171,0.148157,4.12385,0.000982,
5213,14.480556,23.567066,28.410913,-141.241531,0.585014,0.147758,4.121853,0.001156,
5214,14.483333,,,,,,,,
5215,14.486111,22.308109,27.978371,-141.668915,0.582757,0.146982,4.117845,0.00106,
5216,14.488889,21.664221,27.752937,-141.900513,0.581706,0.146604,4.115771,0.000933,
5217,14.491667,,,,,,,,
5218,14.494444,20.367641,27.300247,-142.405289,0.579656,0.145883,4.111603,0.001074,
5219,14.497222,19.716814,27.074574,-142.669205,0.578725,0.145481,4.109434,0.001407,
5220,14.5,,,,,,,,
5221,14.502778,18.399874,26.610985,-143.213837,0.576931,0.144703,4.105064,0.000798,
5222,14.505556,17.723381,26.365589,-143.507202,0.57609,0.144328,4.102815,0.000972,
5223,14.508333,,,,,,,,
5224,14.511111,16.366499,25.877523,-144.118881,0.574482,0.143578,4.098268,0.000468,
5225,14.513889,15.677931,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5226,14.516667,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5227,14.519444,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5228,14.522222,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5229,14.525,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5230,14.527778,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5231,14.530556,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5232,14.533333,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5233,14.536111,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5234,14.538889,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5235,14.541667,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5236,14.544444,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5237,14.547222,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5238,14.55,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5239,14.552778,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5240,14.555556,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5241,14.558333,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5242,14.561111,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5243,14.563889,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5244,14.566667,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5245,14.569444,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5246,14.572222,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5247,14.575,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5248,14.577778,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5249,14.580556,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5250,14.583333,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5251,14.586111,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5252,14.588889,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5253,14.591667,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5254,14.594444,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5255,14.597222,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5256,14.6,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5257,14.602778,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5258,14.605556,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5259,14.608333,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5260,14.611111,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5261,14.613889,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5262,14.616667,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5263,14.619444,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5264,14.622222,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5265,14.625,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5266,14.627778,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5267,14.630556,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5268,14.633333,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5269,14.636111,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5270,14.638889,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5271,14.641667,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5272,14.644444,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5273,14.647222,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5274,14.65,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5275,14.652778,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5276,14.655556,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5277,14.658333,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5278,14.661111,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5279,14.663889,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5280,14.666667,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5281,14.669444,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5282,14.672222,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5283,14.675,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5284,14.677778,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5285,14.680556,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5286,14.683333,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5287,14.686111,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5288,14.688889,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5289,14.691667,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5290,14.694444,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5291,14.697222,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5292,14.7,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5293,14.702778,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5294,14.705556,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5295,14.708333,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5296,14.711111,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5297,14.713889,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5298,14.716667,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5299,14.719444,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5300,14.722222,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5301,14.725,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5302,14.727778,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5303,14.730556,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5304,14.733333,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5305,14.736111,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5306,14.738889,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5307,14.741667,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5308,14.744444,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5309,14.747222,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5310,14.75,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5311,14.752778,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5312,14.755556,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5313,14.758333,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5314,14.761111,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5315,14.763889,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5316,14.766667,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5317,14.769444,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5318,14.772222,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5319,14.775,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5320,14.777778,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5321,14.780556,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5322,14.783333,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5323,14.786111,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5324,14.788889,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5325,14.791667,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5326,14.794444,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5327,14.797222,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5328,14.8,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5329,14.802778,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5330,14.805556,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5331,14.808333,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5332,14.811111,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5333,14.813889,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5334,14.816667,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5335,14.819444,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5336,14.822222,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5337,14.825,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5338,14.827778,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5339,14.830556,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5340,14.833333,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5341,14.836111,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5342,14.838889,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5343,14.841667,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5344,14.844444,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5345,14.847222,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5346,14.85,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5347,14.852778,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5348,14.855556,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5349,14.858333,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5350,14.861111,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5351,14.863889,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5352,14.866667,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5353,14.869444,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5354,14.872222,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5355,14.875,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5356,14.877778,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5357,14.880556,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5358,14.883333,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5359,14.886111,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5360,14.888889,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5361,14.891667,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5362,14.894444,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5363,14.897222,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5364,14.9,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5365,14.902778,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5366,14.905556,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5367,14.908333,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5368,14.911111,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5369,14.913889,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5370,14.916667,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5371,14.919444,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5372,14.922222,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5373,14.925,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5374,14.927778,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5375,14.930556,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5376,14.933333,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5377,14.936111,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5378,14.938889,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5379,14.941667,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5380,14.944444,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5381,14.947222,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5382,14.95,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5383,14.952778,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5384,14.955556,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5385,14.958333,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5386,14.961111,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5387,14.963889,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5388,14.966667,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5389,14.969444,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5390,14.972222,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5391,14.975,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5392,14.977778,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5393,14.980556,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5394,14.983333,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5395,14.986111,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5396,14.988889,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5397,14.991667,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5398,14.994444,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5399,14.997222,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5400,15,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5401,15.002778,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5402,15.005556,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5403,15.008333,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5404,15.011111,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5405,15.013889,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5406,15.016667,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5407,15.019444,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5408,15.022222,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5409,15.025,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5410,15.027778,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5411,15.030556,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5412,15.033333,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5413,15.036111,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5414,15.038889,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5415,15.041667,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5416,15.044444,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5417,15.047222,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5418,15.05,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5419,15.052778,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5420,15.055556,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5421,15.058333,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5422,15.061111,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5423,15.063889,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5424,15.066667,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5425,15.069444,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5426,15.072222,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5427,15.075,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5428,15.077778,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5429,15.080556,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5430,15.083333,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5431,15.086111,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5432,15.088889,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5433,15.091667,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5434,15.094444,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5435,15.097222,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5436,15.1,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5437,15.102778,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5438,15.105556,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5439,15.108333,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5440,15.111111,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5441,15.113889,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5442,15.116667,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5443,15.119444,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5444,15.122222,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5445,15.125,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5446,15.127778,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5447,15.130556,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5448,15.133333,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5449,15.136111,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5450,15.138889,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5451,15.141667,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5452,15.144444,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5453,15.147222,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5454,15.15,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5455,15.152778,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5456,15.155556,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5457,15.158333,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5458,15.161111,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5459,15.163889,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5460,15.166667,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5461,15.169444,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5462,15.172222,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5463,15.175,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5464,15.177778,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5465,15.180556,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5466,15.183333,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5467,15.186111,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5468,15.188889,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5469,15.191667,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5470,15.194444,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5471,15.197222,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5472,15.2,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5473,15.202778,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5474,15.205556,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5475,15.208333,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5476,15.211111,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5477,15.213889,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5478,15.216667,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5479,15.219444,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5480,15.222222,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5481,15.225,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5482,15.227778,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5483,15.230556,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
5484,15.233333,15.677933,25.627836,-144.450912,0.573738,0.143208,4.09593,0.001226,
