Format Version,1.23,Total Exported Frames,12501,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global
18,0.05,-139.083023,20.312807,78.671471,0.990955,0.107687,-0.58308,0.00127,
19,0.052778,,,,,,,,
20,0.055556,-138.462234,18.688305,75.47438,0.995743,0.109362,-0.58391,0.001309,
21,0.058333,,,,,,,,
22,0.061111,-135.764404,17.882633,77.953857,0.993092,0.111102,-0.588757,0.001303,
23,0.063889,,,,,,,,
24,0.066667,,,,,,,,
25,0.069444,,,,,,,,
26,0.072222,-138.82515,17.476715,76.996597,0.994144,0.109003,-0.586229,0.001315,
27,0.075,,,,,,,,
28,0.077778,,,,,,,,
29,0.080556,-138.114243,18.308212,77.272232,0.993786,0.109076,-0.585382,0.001308,
30,0.083333,-136.194595,19.975962,77.215538,0.993393,0.110132,-0.584761,0.001291,
31,0.086111,,,,,,,,
32,0.088889,-139.42421,18.212978,76.710442,0.994358,0.108284,-0.584675,0.001318,
33,0.091667,,,,,,,,
34,0.094444,-138.544098,18.487926,76.981873,0.994305,0.10878,-0.584982,0.001295,
35,0.097222,,,,,,,,
36,0.1,-136.306946,19.937971,77.074791,0.993786,0.109632,-0.584579,0.001373,
37,0.102778,,,,,,,,
38,0.105556,-140.57666,23.042826,75.435104,0.99234,0.105735,-0.579117,0.001381,
39,0.108333,,,,,,,,
40,0.111111,-139.34938,20.510767,76.241066,0.99353,0.107784,-0.582256,0.001356,
41,0.113889,,,,,,,,
42,0.116667,-135.257401,16.224697,78.330704,0.994873,0.111851,-0.589106,0.00137,
43,0.119444,,,,,,,,
44,0.122222,,,,,,,,
45,0.125,-139.444901,17.370386,76.989098,0.994225,0.108958,-0.585371,0.001364,
46,0.127778,-138.637207,18.575565,77.335869,0.993305,0.108837,-0.584719,0.001357,
47,0.130556,,,,,,,,
48,0.133333,,,,,,,,
49,0.136111,-137.970718,18.711973,76.649544,0.994492,0.108832,-0.584942,0.001372,
50,0.138889,,,,,,,,
51,0.141667,,,,,,,,
52,0.144444,-138.715866,18.66717,76.973839,0.993778,0.109081,-0.584408,0.001382,
53,0.147222,,,,,,,,
54,0.15,,,,,,,,
55,0.152778,,,,,,,,
56,0.155556,-140.703064,20.438833,76.255287,0.992191,0.106839,-0.580982,0.00134,
57,0.158333,,,,,,,,
58,0.161111,,,,,,,,
59,0.163889,,,,,,,,
60,0.166667,,,,,,,,
61,0.169444,,,,,,,,
62,0.172222,,,,,,,,
63,0.175,-139.81337,22.059465,77.197929,0.992249,0.106938,-0.578663,0.001339,
64,0.177778,,,,,,,,
65,0.180556,-141.176132,19.833317,76.208847,0.992897,0.106208,-0.580141,0.001222,
66,0.183333,,,,,,,,
67,0.186111,-139.009949,19.903931,76.905952,0.99279,0.10831,-0.583406,0.001238,
68,0.188889,,,,,,,,
69,0.191667,-138.441711,19.304922,77.387199,0.992863,0.10874,-0.584415,0.001329,
70,0.194444,,,,,,,,
71,0.197222,-138.284576,20.295605,77.217354,0.993484,0.108542,-0.5826,0.001344,
72,0.2,-137.218964,17.687181,72.729485,0.997437,0.110505,-0.583767,0.001342,
73,0.202778,,,,,,,,
74,0.205556,-140.029846,20.952337,78.122169,0.99202,0.106844,-0.583317,0.00123,
75,0.208333,-137.572525,18.054308,74.179558,0.996243,0.110039,-0.583082,0.001328,
76,0.211111,-138.203293,18.977091,75.691795,0.994465,0.109128,-0.583389,0.001349,
77,0.213889,-138.494278,19.298002,76.152977,0.994061,0.108789,-0.583178,0.001324,
78,0.216667,-138.441757,19.663885,76.506729,0.993496,0.108345,-0.583452,0.00134,
79,0.219444,-138.534821,19.493248,76.160378,0.993961,0.108528,-0.583149,0.001328,
80,0.222222,-138.453644,19.310629,76.04187,0.994221,0.108676,-0.583279,0.001324,
81,0.225,-134.633133,17.092581,79.812981,0.992683,0.112101,-0.590582,0.00132,
82,0.227778,-136.945587,18.403721,77.746826,0.993187,0.110144,-0.58629,0.001325,
83,0.230556,-137.579712,18.802984,77.177544,0.993134,0.109527,-0.584972,0.001327,
84,0.233333,,,,,,,,
85,0.236111,-143.161209,27.146311,77.360367,0.985497,0.107581,-0.578804,0.001406,
86,0.238889,-139.139664,9.317122,66.472343,1.012745,0.103791,-0.576618,0.001409,
87,0.241667,-140.664612,28.168705,83.376015,0.981953,0.111339,-0.58839,0.001466,
88,0.244444,-142.554443,21.987638,82.190605,0.98547,0.109582,-0.582294,0.001567,
89,0.247222,,,,,,,,
90,0.25,-134.289902,11.029117,76.589035,1.004303,0.108185,-0.589588,0.001521,
91,0.252778,-140.60083,21.341496,76.481178,0.991558,0.108729,-0.582645,0.001383,
92,0.255556,,,,,,,,
93,0.258333,-139.312103,25.596684,77.546341,0.987923,0.109957,-0.582581,0.001279,
94,0.261111,,,,,,,,
95,0.263889,,,,,,,,
96,0.266667,-138.640335,22.196999,77.264709,0.990887,0.109245,-0.583738,0.001284,
97,0.269444,,,,,,,,
98,0.272222,,,,,,,,
99,0.275,-140.574509,21.16325,78.962601,0.990273,0.108472,-0.582729,0.001096,
100,0.277778,-139.485443,20.75831,78.083755,0.99136,0.108777,-0.583591,0.001078,
101,0.280556,,,,,,,,
102,0.283333,-139.273453,20.705713,77.673012,0.991859,0.108787,-0.583569,0.001099,
103,0.286111,,,,,,,,
104,0.288889,,,,,,,,
105,0.291667,-139.237717,20.67363,77.547546,0.992043,0.108852,-0.583267,0.001088,
106,0.294444,,,,,,,,
107,0.297222,,,,,,,,
108,0.3,,,,,,,,
109,0.302778,-139.715851,9.536828,67.442795,1.013672,0.102941,-0.575161,0.001511,
110,0.305556,,,,,,,,
111,0.308333,-136.476379,23.093668,79.219414,0.987717,0.109003,-0.58762,0.00144,
112,0.311111,-137.749146,21.142607,77.446724,0.991455,0.108829,-0.584681,0.001427,
113,0.313889,,,,,,,,
114,0.316667,,,,,,,,
115,0.319444,-137.891525,19.950737,76.950485,0.993008,0.108873,-0.584257,0.001429,
116,0.322222,,,,,,,,
117,0.325,-137.86763,18.703482,75.72287,0.993122,0.108622,-0.582701,0.001383,
118,0.327778,,,,,,,,
119,0.330556,-138.231415,19.226171,76.364227,0.993248,0.10847,-0.583078,0.001381,
120,0.333333,-138.673401,19.709064,76.666451,0.993294,0.108006,-0.58284,0.001433,
121,0.336111,,,,,,,,
122,0.338889,-137.996582,19.30868,76.068344,0.994007,0.108567,-0.583418,0.001396,
123,0.341667,,,,,,,,
124,0.344444,-138.28981,19.605982,76.44902,0.99334,0.108353,-0.583292,0.001391,
125,0.347222,,,,,,,,
126,0.35,,,,,,,,
127,0.352778,,,,,,,,
128,0.355556,,,,,,,,
129,0.358333,-137.998657,19.849361,76.390533,0.992908,0.108105,-0.583401,0.001405,
130,0.361111,,,,,,,,
131,0.363889,-143.614471,14.546758,68.885582,1.004009,0.112527,-0.574181,0.001582,
132,0.366667,,,,,,,,
133,0.369444,,,,,,,,
134,0.372222,-136.15213,20.531628,77.384827,0.991837,0.10758,-0.585556,0.001413,
135,0.375,-137.578262,20.086489,77.173943,0.992077,0.10778,-0.584288,0.001414,
136,0.377778,-138.296509,19.641245,76.499573,0.99308,0.108431,-0.583172,0.001426,
137,0.380556,-145.655121,20.036177,74.445854,0.996014,0.10127,-0.56955,0.001236,
138,0.383333,-137.032501,16.073017,72.966736,0.999001,0.111079,-0.582916,0.001184,
139,0.386111,,,,,,,,
140,0.388889,-135.783173,21.576942,80.420296,0.987968,0.109766,-0.590736,0.001419,
141,0.391667,-137.446747,19.555979,76.950523,0.992718,0.10931,-0.5854,0.001362,
142,0.394444,,,,,,,,
143,0.397222,-138.347046,19.84066,76.915825,0.992813,0.108435,-0.583511,0.001279,
144,0.4,-138.269867,19.479183,76.417969,0.993362,0.108411,-0.58338,0.001295,
145,0.402778,,,,,,,,
146,0.405556,-138.424561,19.48761,76.232666,0.993366,0.10843,-0.583008,0.001308,
147,0.408333,-138.30069,19.335489,76.313469,0.993439,0.10839,-0.583223,0.001319,
148,0.411111,-148.225616,19.362648,76.187355,0.99395,0.098001,-0.570625,0.001144,
149,0.413889,,,,,,,,
150,0.416667,,,,,,,,
151,0.419444,-132.748108,19.349651,76.302803,0.992817,0.114351,-0.590231,0.0013,
152,0.422222,-136.697021,19.608131,76.629883,0.992962,0.110094,-0.585516,0.00127,
153,0.425,-138.028412,19.08219,75.926453,0.993687,0.108829,-0.583321,0.001294,
154,0.427778,,,,,,,,
155,0.430556,-135.000946,15.949356,78.551247,0.992748,0.112402,-0.589582,0.001328,
156,0.433333,-140.111694,21.507675,75.108788,0.993298,0.106192,-0.5798,0.001314,
157,0.436111,,,,,,,,
158,0.438889,-138.950348,20.092291,75.90419,0.99308,0.107719,-0.582048,0.001305,
159,0.441667,-138.574753,19.550936,76.078384,0.993233,0.10827,-0.582792,0.001277,
160,0.444444,-138.404617,19.341997,76.311356,0.993126,0.108348,-0.583107,0.001293,
161,0.447222,-134.963974,16.013065,78.635498,0.992851,0.112123,-0.589729,0.001272,
162,0.45,-148.882507,21.399036,75.623329,0.992882,0.096845,-0.568632,0.001132,
163,0.452778,-134.716721,20.751299,76.05706,0.992908,0.112395,-0.587786,0.001235,
164,0.455556,-131.288025,18.27272,79.014877,0.994228,0.114753,-0.591921,0.001339,
165,0.458333,,,,,,,,
166,0.461111,-137.558273,16.245193,76.260681,0.992611,0.1101,-0.586317,0.001277,
167,0.463889,-141.463531,21.697433,74.632431,0.992836,0.105326,-0.578281,0.001272,
168,0.466667,-138.138046,18.393517,77.73082,0.993114,0.10953,-0.585899,0.001286,
169,0.469444,,,,,,,,
170,0.472222,-138.271881,18.711275,76.92662,0.992821,0.108852,-0.584572,0.001275,
171,0.475,,,,,,,,
172,0.477778,-139.04982,20.807976,74.836967,0.992378,0.106951,-0.580015,0.001271,
173,0.480556,-139.346481,19.783369,75.679787,0.993164,0.107215,-0.581551,0.001256,
174,0.483333,-134.711975,15.777062,78.256996,0.992298,0.112718,-0.589674,0.001299,
175,0.486111,-136.757248,17.616323,76.814095,0.993584,0.109826,-0.5863,0.00125,
176,0.488889,,,,,,,,
177,0.491667,-141.017273,22.135565,75.083366,0.992683,0.105417,-0.578667,0.001248,
178,0.494444,-139.61647,20.50589,75.947395,0.992584,0.106918,-0.581076,0.001221,
179,0.497222,-138.296539,19.484484,76.296059,0.992962,0.108429,-0.583584,0.001247,
180,0.5,-134.845596,15.460661,78.099327,0.993168,0.112045,-0.58976,0.001221,
181,0.502778,,,,,,,,
182,0.505556,-140.271179,22.460526,76.036057,0.992275,0.105916,-0.580408,0.00134,
183,0.508333,,,,,,,,
184,0.511111,,,,,,,,
185,0.513889,,,,,,,,
186,0.516667,,,,,,,,
187,0.519444,-134.692215,14.750091,77.832878,0.991398,0.112659,-0.589855,0.001266,
188,0.522222,,,,,,,,
189,0.525,-141.149994,21.654724,75.51561,0.991863,0.105285,-0.579218,0.001311,
190,0.527778,-138.558746,19.699661,75.643906,0.992985,0.108238,-0.582817,0.001277,
191,0.530556,-139.079575,19.957125,76.369041,0.992012,0.107445,-0.582701,0.001296,
192,0.533333,-137.29248,21.697384,75.453117,0.988937,0.107223,-0.585585,0.001497,
193,0.536111,-135.326401,13.89086,78.306786,0.995636,0.113574,-0.588436,0.001254,
194,0.538889,,,,,,,,
195,0.541667,-141.095627,21.47505,75.4189,0.993454,0.10578,-0.578636,0.001237,
196,0.544444,-139.550064,19.904762,76.0998,0.992504,0.107332,-0.581944,0.001291,
197,0.547222,-135.058075,15.813883,78.095207,0.992756,0.112358,-0.590294,0.001019,
198,0.55,,,,,,,,
199,0.552778,,,,,,,,
200,0.555556,-140.704117,21.882988,75.341423,0.992592,0.10604,-0.579075,0.001269,
201,0.558333,-139.327835,19.988363,76.074165,0.992104,0.107286,-0.582006,0.00128,
202,0.561111,,,,,,,,
203,0.563889,,,,,,,,
204,0.566667,-134.804779,16.029051,78.277298,0.993107,0.112386,-0.589973,0.001244,
205,0.569444,-140.450562,21.447584,75.129845,0.992527,0.106033,-0.579735,0.001242,
206,0.572222,,,,,,,,
207,0.575,-139.659058,20.426365,76.053551,0.992218,0.107192,-0.581543,0.001242,
208,0.577778,-134.963165,15.589948,77.764854,0.992622,0.112174,-0.590248,0.000976,
209,0.580556,,,,,,,,
210,0.583333,-140.185318,21.688025,75.410019,0.992638,0.106394,-0.580086,0.001271,
211,0.586111,-135.570496,16.424986,77.840767,0.992107,0.111401,-0.588762,0.000963,
212,0.588889,,,,,,,,
213,0.591667,-140.517426,21.594004,75.194244,0.993015,0.106184,-0.579659,0.001262,
214,0.594444,,,,,,,,
215,0.597222,,,,,,,,
216,0.6,-139.579132,20.36022,75.946724,0.992699,0.106926,-0.581526,0.001245,
217,0.602778,-138.10495,19.426647,76.314438,0.992882,0.108494,-0.583805,0.001279,
218,0.605556,,,,,,,,
219,0.608333,-134.375305,16.250252,78.292442,0.991714,0.112813,-0.589838,0.001217,
220,0.611111,-140.609863,21.561108,75.185715,0.992676,0.105783,-0.580147,0.00127,
221,0.613889,,,,,,,,
222,0.616667,-139.073456,20.010347,75.847084,0.992805,0.107659,-0.58259,0.001283,
223,0.619444,,,,,,,,
224,0.622222,,,,,,,,
225,0.625,-139.221603,20.077599,76.458107,0.993027,0.107748,-0.582918,0.001318,
226,0.627778,,,,,,,,
227,0.630556,-138.130096,18.986742,75.998444,0.992867,0.108446,-0.583792,0.001261,
228,0.633333,-138.979523,20.0506,76.571602,0.992634,0.108003,-0.583214,0.001315,
229,0.636111,,,,,,,,
230,0.638889,-137.457565,20.744678,76.281479,0.994034,0.109335,-0.582788,0.001227,
231,0.641667,-132.207947,18.785795,78.435944,0.992123,0.11456,-0.59198,0.001458,
232,0.644444,,,,,,,,
233,0.647222,-138.469772,15.8939,76.847076,0.992867,0.109122,-0.586241,0.001107,
234,0.65,,,,,,,,
235,0.652778,-142.330994,24.497179,76.439171,0.987438,0.10621,-0.579962,0.001535,
236,0.655556,-141.925629,21.884193,79.16362,0.987373,0.108663,-0.581612,0.001034,
237,0.658333,,,,,,,,
238,0.661111,,,,,,,,
239,0.663889,-138.580963,20.700054,77.526306,0.991989,0.108967,-0.58313,0.00123,
240,0.666667,,,,,,,,
241,0.669444,,,,,,,,
242,0.672222,,,,,,,,
243,0.675,-138.315796,20.552921,75.709641,0.993698,0.109555,-0.584639,0.001231,
244,0.677778,,,,,,,,
245,0.680556,,,,,,,,
246,0.683333,,,,,,,,
247,0.686111,-139.516098,20.529146,76.618431,0.992321,0.108403,-0.583254,0.001244,
248,0.688889,,,,,,,,
249,0.691667,-138.384003,20.330429,76.838707,0.992168,0.109299,-0.584471,0.001242,
250,0.694444,,,,,,,,
251,0.697222,-138.658905,20.352545,76.819832,0.992161,0.10902,-0.583984,0.001241,
252,0.7,,,,,,,,
253,0.702778,-139.579651,20.501167,76.965828,0.991844,0.108186,-0.583082,0.001199,
254,0.705556,,,,,,,,
255,0.708333,,,,,,,,
256,0.711111,-138.948868,20.680515,77.147346,0.991184,0.108487,-0.583509,0.001249,
257,0.713889,,,,,,,,
258,0.716667,,,,,,,,
259,0.719444,-138.02739,20.260752,76.767349,0.992496,0.109421,-0.584661,0.001222,
260,0.722222,,,,,,,,
261,0.725,,,,,,,,
262,0.727778,-136.957047,19.396372,74.840088,0.994717,0.107192,-0.585703,0.001453,
263,0.730556,-135.884567,20.431257,78.484375,0.993076,0.112779,-0.587999,0.00117,
264,0.733333,,,,,,,,
265,0.736111,,,,,,,,
266,0.738889,-136.969345,13.29129,76.496513,0.996037,0.108406,-0.585951,0.001239,
267,0.741667,,,,,,,,
268,0.744444,-138.701202,17.596561,76.477394,0.99382,0.107688,-0.584013,0.001226,
269,0.747222,-138.149796,19.584618,76.89312,0.992508,0.108253,-0.583647,0.00118,
270,0.75,,,,,,,,
271,0.752778,-139.636169,21.428263,74.591125,0.992775,0.106325,-0.579636,0.001313,
272,0.755556,,,,,,,,
273,0.758333,-138.672897,20.097696,75.832077,0.993134,0.107846,-0.58252,0.001326,
274,0.761111,,,,,,,,
275,0.763889,-138.588989,19.694405,76.390961,0.992989,0.108331,-0.583189,0.001319,
276,0.766667,-138.337067,19.530649,76.286995,0.993168,0.108304,-0.583607,0.00133,
277,0.769444,-137.06839,17.833847,78.534798,0.993309,0.110636,-0.587555,0.001311,
278,0.772222,,,,,,,,
279,0.775,,,,,,,,
280,0.777778,-139.241302,20.635021,75.19706,0.992912,0.106962,-0.581049,0.001306,
281,0.780556,-138.619385,20.056059,76.067398,0.99284,0.107963,-0.582996,0.001317,
282,0.783333,-138.34024,19.614515,76.21006,0.993221,0.108254,-0.583477,0.001323,
283,0.786111,-139.046524,20.051828,76.605713,0.992615,0.107652,-0.582733,0.001292,
284,0.788889,-138.002533,19.299656,76.236191,0.993416,0.108708,-0.58404,0.001325,
285,0.791667,,,,,,,,
286,0.794444,-138.320724,19.567505,76.423241,0.993114,0.108373,-0.583714,0.001318,
287,0.797222,-134.178482,16.59186,78.467888,0.993633,0.113449,-0.58964,0.001264,
288,0.8,-140.751205,21.439024,75.406006,0.99295,0.105569,-0.579994,0.001326,
289,0.802778,-139.265305,20.085648,76.041672,0.992966,0.107296,-0.582396,0.001311,
290,0.805556,-138.545273,19.687943,76.319695,0.993145,0.108156,-0.583376,0.001328,
291,0.808333,-139.195465,20.012232,76.556068,0.992828,0.107632,-0.582344,0.001283,
292,0.811111,-137.966095,19.312111,76.216324,0.993496,0.108752,-0.584169,0.001317,
293,0.813889,-138.31868,19.584139,76.502541,0.993034,0.108488,-0.5837,0.001324,
294,0.816667,-138.473938,19.544264,76.372688,0.993183,0.108412,-0.583437,0.001297,
295,0.819444,-138.258652,19.638777,76.364792,0.993217,0.10834,-0.583803,0.001334,
296,0.822222,-138.306885,19.581474,76.46096,0.993191,0.108373,-0.583685,0.00136,
297,0.825,,,,,,,,
298,0.827778,,,,,,,,
299,0.830556,-137.266785,18.046349,77.4067,0.993614,0.110137,-0.586205,0.0013,
300,0.833333,,,,,,,,
301,0.836111,,,,,,,,
302,0.838889,-137.658157,18.701452,76.951065,0.993347,0.109334,-0.585098,0.001292,
303,0.841667,,,,,,,,
304,0.844444,-142.061646,23.636578,77.89447,0.99062,0.10318,-0.576448,0.001328,
305,0.847222,-138.602142,21.252539,75.70195,0.994873,0.106959,-0.581152,0.001309,
306,0.85,,,,,,,,
307,0.852778,-138.083771,20.493559,76.581635,0.994015,0.107837,-0.582895,0.001306,
308,0.855556,,,,,,,,
309,0.858333,-137.620407,20.283163,76.845444,0.993404,0.108215,-0.583521,0.001373,
310,0.861111,,,,,,,,
311,0.863889,,,,,,,,
312,0.866667,-138.332092,19.951952,76.771965,0.993439,0.107981,-0.583004,0.001374,
313,0.869444,,,,,,,,
314,0.872222,,,,,,,,
315,0.875,-138.422485,20.007675,76.930046,0.993084,0.10795,-0.583096,0.001373,
316,0.877778,,,,,,,,
317,0.880556,,,,,,,,
318,0.883333,-138.186752,19.907042,76.780296,0.993408,0.108009,-0.583296,0.001384,
319,0.886111,,,,,,,,
320,0.888889,,,,,,,,
321,0.891667,-137.074051,20.212618,77.163063,0.993,0.107957,-0.585087,0.001386,
322,0.894444,,,,,,,,
323,0.897222,,,,,,,,
324,0.9,-133.391327,19.309193,78.82225,0.992237,0.110183,-0.589188,0.001631,
325,0.902778,,,,,,,,
326,0.905556,,,,,,,,
327,0.908333,,,,,,,,
328,0.911111,,,,,,,,
329,0.913889,,,,,,,,
330,0.916667,,,,,,,,
331,0.919444,,,,,,,,
332,0.922222,,,,,,,,
333,0.925,,,,,,,,
334,0.927778,,,,,,,,
335,0.930556,,,,,,,,
336,0.933333,-142.710342,19.831432,76.474632,0.991463,0.105786,-0.578239,0.001435,
337,0.936111,,,,,,,,
338,0.938889,-138.512146,20.146873,75.642067,0.99472,0.108706,-0.582281,0.00139,
339,0.941667,-131.552628,19.072971,78.30571,0.992844,0.111452,-0.591343,0.001395,
340,0.944444,,,,,,,,
341,0.947222,,,,,,,,
342,0.95,,,,,,,,
343,0.952778,,,,,,,,
344,0.955556,,,,,,,,
345,0.958333,,,,,,,,
346,0.961111,,,,,,,,
347,0.963889,,,,,,,,
348,0.966667,,,,,,,,
349,0.969444,,,,,,,,
350,0.972222,,,,,,,,
351,0.975,,,,,,,,
352,0.977778,,,,,,,,
353,0.980556,,,,,,,,
354,0.983333,-142.712524,17.937021,79.626129,0.991508,0.107004,-0.594656,0.001348,
355,0.986111,,,,,,,,
356,0.988889,,,,,,,,
357,0.991667,,,,,,,,
358,0.994444,,,,,,,,
359,0.997222,-161.851486,15.155577,70.140038,0.991768,0.098782,-0.581253,0.001112,
360,1,-133.915848,17.742384,81.127998,0.985462,0.113208,-0.609732,0.001126,
361,1.002778,,,,,,,,
362,1.005556,,,,,,,,
363,1.008333,-149.531464,21.143776,65.472374,0.977882,0.104288,-0.624098,0.000962,
364,1.011111,,,,,,,,
365,1.013889,-150.60466,9.155187,83.196419,0.984455,0.110411,-0.60033,0.001054,
366,1.016667,,,,,,,,
367,1.019444,,,,,,,,
368,1.022222,,,,,,,,
369,1.025,-156.677856,-2.06847,72.131676,0.987171,0.108385,-0.624975,0.001118,
370,1.027778,,,,,,,,
371,1.030556,-170.802231,9.972175,77.390312,0.975491,0.106536,-0.601219,0.001163,
372,1.033333,-154.044052,6.185,69.649582,0.989891,0.101579,-0.614044,0.001245,
373,1.036111,,,,,,,,
374,1.038889,,,,,,,,
375,1.041667,-162.336487,8.123948,75.31913,0.976139,0.117874,-0.640184,0.001694,
376,1.044444,,,,,,,,
377,1.047222,,,,,,,,
378,1.05,,,,,,,,
379,1.052778,,,,,,,,
380,1.055556,,,,,,,,
381,1.058333,,,,,,,,
382,1.061111,170.328964,-6.712014,64.466896,0.944283,0.112585,-0.697916,0.001337,
383,1.063889,-173.231064,-1.674719,69.397888,0.955925,0.111875,-0.661669,0.001302,
384,1.066667,-171.034363,5.642094,71.096802,0.969471,0.106663,-0.645189,0.001343,
385,1.069444,,,,,,,,
386,1.072222,-177.005219,-3.066233,67.675819,0.964542,0.109944,-0.663092,0.001232,
387,1.075,-166.503357,0.888388,70.847672,0.956081,0.113086,-0.66548,0.001407,
388,1.077778,,,,,,,,
389,1.080556,,,,,,,,
390,1.083333,,,,,,,,
391,1.086111,160.337891,-14.133729,53.318615,0.952061,0.112769,-0.692352,0.001312,
392,1.088889,,,,,,,,
393,1.091667,162.440598,-5.989877,56.840584,0.937206,0.104994,-0.700212,0.001474,
394,1.094444,,,,,,,,
395,1.097222,,,,,,,,
396,1.1,149.743347,-5.912996,47.456867,0.939381,0.11366,-0.71195,0.001083,
397,1.102778,,,,,,,,
398,1.105556,151.513824,-6.361808,48.557362,0.936665,0.115096,-0.708197,0.00131,
399,1.108333,,,,,,,,
400,1.111111,,,,,,,,
401,1.113889,150.527023,-13.590331,47.378185,0.92078,0.115808,-0.746872,0.00143,
402,1.116667,,,,,,,,
403,1.119444,,,,,,,,
404,1.122222,,,,,,,,
405,1.125,,,,,,,,
406,1.127778,,,,,,,,
407,1.130556,,,,,,,,
408,1.133333,,,,,,,,
409,1.136111,,,,,,,,
410,1.138889,89.425903,10.204176,13.035281,0.841022,0.118829,-0.881325,0.001004,
411,1.141667,,,,,,,,
412,1.144444,117.573608,-0.305137,10.396036,0.90641,0.098883,-0.794966,0.000702,
413,1.147222,125.493706,-3.671769,24.308743,0.915169,0.114691,-0.761181,0.000916,
414,1.15,126.844482,-5.505401,24.363527,0.916664,0.119951,-0.762413,0.000833,
415,1.152778,133.695587,-6.725057,33.881306,0.909256,0.106592,-0.758324,0.000861,
416,1.155556,,,,,,,,
417,1.158333,,,,,,,,
418,1.161111,,,,,,,,
419,1.163889,,,,,,,,
420,1.166667,,,,,,,,
421,1.169444,,,,,,,,
422,1.172222,,,,,,,,
423,1.175,,,,,,,,
424,1.177778,58.854321,19.648258,11.416039,0.796942,0.133601,-0.923285,0.000867,
425,1.180556,,,,,,,,
426,1.183333,91.041603,2.574189,19.731016,0.869656,0.11096,-0.831013,0.000775,
427,1.186111,102.065941,6.099689,17.230625,0.876036,0.102642,-0.816837,0.000819,
428,1.188889,104.375885,5.998383,15.6529,0.879913,0.106968,-0.814354,0.000865,
429,1.191667,,,,,,,,
430,1.194444,,,,,,,,
431,1.197222,,,,,,,,
432,1.2,,,,,,,,
433,1.202778,,,,,,,,
434,1.205556,,,,,,,,
435,1.208333,48.805756,39.185043,5.549783,0.80982,0.099594,-0.92819,0.000666,
436,1.211111,,,,,,,,
437,1.213889,,,,,,,,
438,1.216667,55.512638,26.758665,3.860328,0.81846,0.119226,-0.903112,0.002318,
439,1.219444,74.184448,23.353195,7.650084,0.845846,0.107773,-0.870085,0.000747,
440,1.222222,78.390808,11.753609,5.843528,0.846123,0.125502,-0.857164,0.000869,
441,1.225,77.384949,17.054497,6.942578,0.847469,0.117357,-0.860096,0.000934,
442,1.227778,75.411156,20.511442,9.178841,0.849421,0.112094,-0.868534,0.001165,
443,1.230556,71.977165,22.692057,7.875767,0.845015,0.109942,-0.86977,0.001089,
444,1.233333,70.761795,20.762384,6.534563,0.842035,0.113881,-0.873564,0.000813,
445,1.236111,70.386063,22.91588,5.931565,0.842148,0.114782,-0.875584,0.000885,
446,1.238889,69.369759,24.836468,7.715682,0.840342,0.116396,-0.885048,0.000709,
447,1.241667,65.076309,26.28919,7.189858,0.838202,0.110677,-0.886717,0.000776,
448,1.244444,63.08651,28.584286,8.077486,0.836441,0.110174,-0.891575,0.00062,
449,1.247222,61.780926,28.441813,5.849498,0.832277,0.111234,-0.892673,0.000689,
450,1.25,60.084526,29.338087,5.582335,0.828651,0.109883,-0.897001,0.00058,
451,1.252778,58.007439,30.489885,5.416317,0.826679,0.110291,-0.899858,0.000657,
452,1.255556,,,,,,,,
453,1.258333,45.959377,38.725594,4.979237,0.81238,0.10481,-0.922935,0.000858,
