,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,turtle5,turtle5,turtle5,turtle5,turtle5,turtle5,turtle5,turtle2,turtle2,turtle2,turtle2,turtle2,turtle2,turtle2,ballie - MSD,ballie - MSD,ballie - MSD,ballie - MSD,ballie - MSD,ballie - MSD,ballie - MSD
,ID,"DE93762964E811EE855F4FEF7B9C9D96","DE93762964E811EE855F4FEF7B9C9D96","DE93762964E811EE855F4FEF7B9C9D96","DE93762964E811EE855F4FEF7B9C9D96","DE93762964E811EE855F4FEF7B9C9D96","DE93762964E811EE855F4FEF7B9C9D96","DE93762964E811EE855F4FEF7B9C9D96","2EC419D64EC11EE855F4FEF7B9C9D96","2EC419D64EC11EE855F4FEF7B9C9D96","2EC419D64EC11EE855F4FEF7B9C9D96","2EC419D64EC11EE855F4FEF7B9C9D96","2EC419D64EC11EE855F4FEF7B9C9D96","2EC419D64EC11EE855F4FEF7B9C9D96","2EC419D64EC11EE855F4FEF7B9C9D96","640D5FDADAFA11EE855F4FEF7B9C0597","640D5FDADAFA11EE855F4FEF7B9C0597","640D5FDADAFA11EE855F4FEF7B9C0597","640D5FDADAFA11EE855F4FEF7B9C0597","640D5FDADAFA11EE855F4FEF7B9C0597","640D5FDADAFA11EE855F4FEF7B9C0597","640D5FDADAFA11EE855F4FEF7B9C0597"
,,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error
Frame,Time (Seconds),X,Y,Z,X,Y,Z,,X,Y,Z,X,Y,Z,,X,Y,Z,X,Y,Z,
28,0.077778,-1.489049,4.964081,-2.725364,4.687406,0.783279,3.134341,0.001437,,,,,,,,-1.389696,25.675068,-137.651367,1.116147,0.113105,2.996068,0.000895
29,0.080556,,,,,,,,,,,,,,,,,,,,,
30,0.083333,,,,,,,,,,,,,,,,,,,,,
31,0.086111,,,,,,,,,,,,,,,,,,,,,
32,0.088889,-1.479235,4.968743,-2.764159,4.687410,0.783297,3.134342,0.001445,,,,,,,,-1.601662,25.490915,-137.981674,1.120160,0.112975,2.989751,0.001030
33,0.091667,,,,,,,,,,,,,,,,,,,,,
34,0.094444,,,,,,,,,,,,,,,,,,,,,
35,0.097222,-1.481709,4.981008,-2.723603,4.687380,0.783291,3.134349,0.001487,,,,,,,,,,,,,,
36,0.100000,,,,,,,,,,,,,,,,,,,,,
37,0.102778,-1.460891,4.997431,-2.779576,4.687381,0.783323,3.134359,0.001463,,,,,,,,-2.099589,25.098137,-138.679337,1.128232,0.112708,2.977064,0.000929
38,0.105556,,,,,,,,,,,,,,,,,,,,,
39,0.108333,,,,,,,,,,,,,,,,,,,,,
40,0.111111,,,,,,,,,,,,,,,,,,,,,
41,0.113889,,,,,,,,,,,,,,,,,,,,,
42,0.116667,,,,,,,,,,,,,,,,,,,,,
43,0.119444,-1.473896,4.993237,-2.733152,4.687366,0.783303,3.134353,0.001511,,,,,,,,-2.475640,24.846638,-139.149414,1.132414,0.112571,2.970456,0.000998
44,0.122222,-1.480652,4.975340,-2.742670,4.687360,0.783312,3.134342,0.001564,,,,,,,,,,,,,,
45,0.125000,,,,,,,,,,,,,,,,,,,,,
46,0.127778,-1.506348,4.956499,-2.694239,4.687358,0.783282,3.134329,0.001489,,,,,,,,-3.283588,24.345257,-140.107468,1.140776,0.112296,2.957294,0.001446
47,0.130556,-1.507345,4.956654,-2.690083,4.687360,0.783285,3.134333,0.001480,,,,,,,,-3.724805,24.087849,-140.604706,1.144966,0.112153,2.950699,0.001035
48,0.133333,-1.503503,4.967624,-2.713972,4.687366,0.783294,3.134340,0.001451,,,,,,,,,,,,,,
49,0.136111,-1.499638,4.949202,-2.771203,4.687373,0.783329,3.134335,0.001685,,,,,,,,-4.624866,23.584841,-141.606537,1.153314,0.111870,2.937579,0.001027
50,0.138889,-1.489893,4.966014,-2.771196,4.687368,0.783326,3.134347,0.001413,,,,,,,,-5.108198,23.334074,-142.121674,1.157496,0.111742,2.931026,0.001399
51,0.141667,,,,,,,,,,,,,,,,,,,,,
52,0.144444,,,,,,,,,,,,,,,,,,,,,
53,0.147222,-1.478095,4.989957,-2.777359,4.687336,0.783344,3.134355,0.001423,,,,,,,,,,,,,,
54,0.150000,-1.490997,4.994139,-2.721834,4.687347,0.783304,3.134352,0.001435,,,,,,,,-6.120055,22.838820,-143.181824,1.165875,0.111487,2.917919,0.000985
55,0.152778,,,,,,,,,,,,,,,,,,,,,
56,0.155556,-1.508545,4.981767,-2.687746,4.687351,0.783282,3.134340,0.001521,,,,,,,,-6.681547,22.589010,-143.750076,1.170121,0.111364,2.911290,0.000970
57,0.158333,,,,,,,,,,,,,,,,,,,,,
58,0.161111,-1.528160,4.941804,-2.705648,4.687365,0.783284,3.134321,0.001700,,,,,,,,,,,,,,
59,0.163889,,,,,,,,,,,,,,,,,,,,,
60,0.166667,-1.511080,4.960046,-2.730165,4.687367,0.783298,3.134334,0.001509,,,,,,,,-7.853627,22.101763,-144.913971,1.178621,0.111105,2.898036,0.000975
61,0.169444,-1.521292,4.948537,-2.708508,4.687372,0.783284,3.134326,0.001498,,,,,,,,-8.489622,21.861309,-145.520416,1.182898,0.110970,2.891382,0.000963
62,0.172222,-2.203297,4.250760,-1.644859,4.686759,0.782823,3.133668,0.003020,,,,,,,,,,,,,,
63,0.175000,,,,,,,,,,,,,,,,,,,,,
64,0.177778,-2.135528,4.314943,-1.756033,4.686852,0.782851,3.133731,0.001484,,,,,,,,-9.790633,21.396057,-146.754181,1.191428,0.110689,2.878115,0.000836
65,0.180556,,,,,,,,,,,,,,,,,,,,,
